seniorcitizen,tenure,monthlycharges,gender_male,dependents_yes,phoneservice_yes,multiplelines_yes,internetservice_fiber optic,contract_one year,contract_two year,churn
0,-0.9102907599073923,-1.339638492382025,1,1,1,0,0,0,0,0
0,1.6137360127174423,0.34585110398402574,1,1,1,1,0,0,0,0
1,0.31101251716914063,-0.28207639270136575,1,0,1,0,0,0,1,0
0,-0.09608857518970366,-0.51341810200651,0,0,1,0,0,1,0,0
0,-1.1952615245585831,0.411948735214067,1,0,1,1,1,0,0,0
1,1.4916056850097892,-0.24902757708634515,1,0,0,1,1,0,0,0
0,1.003084374179176,1.006827416284438,0,0,1,0,0,1,0,1
0,1.6137360127174423,1.7008525441998705,0,0,1,1,1,1,0,0
0,-0.4217694490767791,-0.18292994585630393,1,0,1,1,1,0,0,1
0,0.6774035002921005,-0.9430527050017778,0,1,0,1,1,0,0,0
0,-0.1367986844255881,-1.4718337548421077,0,0,1,0,1,0,0,0
1,0.06675186175383406,0.5110951820591287,0,1,1,0,0,1,0,1
0,-1.2359716337944677,-0.4473204707764688,0,0,1,1,0,1,0,0
0,0.10746197098971849,-1.438784939227087,1,0,1,0,0,0,0,0
0,-1.07313119685093,0.8746321538243554,0,0,1,1,1,0,1,1
0,1.2473450295944826,-1.5048825704571283,1,1,1,1,1,0,0,0
0,-1.2359716337944677,0.5441439976741493,0,0,1,1,0,0,1,1
0,1.288055138830367,1.1390226787445203,1,0,1,0,0,0,0,0
0,-0.503189667548548,-1.4718337548421077,1,1,1,0,1,0,0,0
0,0.22959229869737177,0.4780463664441082,1,1,1,1,1,0,1,0
0,-0.788160432199739,0.31280228836900514,1,0,1,1,1,0,1,0
0,-0.5438997767844324,1.2051203099745615,1,1,1,1,0,0,0,1
0,1.4916056850097892,1.4695108348947263,0,1,1,0,0,1,0,0
0,-0.7474503229638545,0.7093880757492524,0,0,1,1,0,0,1,1
1,-0.9917109783791611,-0.11683231462626273,1,0,1,0,0,1,0,0
0,-1.1545514153226988,0.4780463664441082,0,0,1,1,0,0,0,1
0,-0.788160432199739,0.34585110398402574,0,0,1,0,0,0,0,1
0,-1.276681743030352,-0.678662180081613,1,0,1,0,1,0,0,1
0,1.0437944834150603,-1.3065896767670044,0,0,1,0,0,0,1,0
0,-0.8695806506715078,-0.4473204707764688,0,1,0,0,0,0,1,0
1,-1.276681743030352,0.31280228836900514,0,0,1,0,0,0,0,1
0,0.5959832818203317,-1.3065896767670044,1,1,1,0,0,0,1,0
0,1.0437944834150603,0.6432904445192112,0,0,1,1,1,0,0,0
0,1.4916056850097892,-1.438784939227087,1,1,1,0,0,1,0,0
1,-1.276681743030352,0.7093880757492524,0,0,1,1,1,1,0,1
0,0.10746197098971849,1.4695108348947263,1,0,1,0,0,0,1,0
0,1.5323157942456735,-1.4718337548421077,1,1,1,0,1,1,0,0
0,-0.09608857518970366,1.172071494359541,0,0,1,1,1,0,0,0
0,1.6137360127174423,0.0484117634488403,0,1,0,0,0,0,1,0
0,-1.2359716337944677,-0.6456133644665925,1,0,1,1,1,0,0,1
0,1.1659248111227136,-1.5048825704571283,0,1,1,1,1,0,0,1
0,-0.6660301044920857,1.2051203099745615,0,1,1,0,0,1,0,0
0,1.3694753573021359,0.907680969439376,0,0,1,0,0,0,1,0
1,1.003084374179176,0.18060702590892272,0,0,1,0,0,1,0,0
0,1.4101854665380202,-0.9430527050017778,0,1,0,0,0,1,0,0
0,0.9623742649432915,1.0729250475144791,1,1,1,1,1,1,0,0
0,1.6137360127174423,-1.3726873079970456,0,1,1,1,1,0,0,0
0,1.4916056850097892,1.337315572434644,1,1,1,1,0,1,0,0
0,0.2703024079332562,0.57719281328917,0,1,1,0,0,0,0,0
0,-0.4624795583126635,0.21365584152394335,0,0,1,0,0,0,1,0
0,0.8402439372356382,-0.05073468339622151,1,1,1,1,1,1,0,0
0,-0.9510008691432766,0.14755821029390212,1,0,1,0,0,0,1,0
0,-0.7067402137279701,-0.51341810200651,1,0,1,0,0,0,1,0
0,0.47385295411267836,0.015362947833819699,1,0,1,1,0,0,0,0
0,-1.2359716337944677,0.21365584152394335,1,0,1,0,0,0,0,1
0,-1.07313119685093,-0.51341810200651,0,0,1,0,0,0,1,1
0,1.1252147018868293,0.5441439976741493,0,0,1,0,0,1,0,0
0,-0.9917109783791611,-1.4718337548421077,1,1,1,1,1,0,0,0
0,-1.276681743030352,-1.2735408611519838,0,0,1,1,0,0,1,0
0,-0.21821890289735696,0.6763392601342318,1,1,1,0,1,1,0,0
1,1.288055138830367,-1.4718337548421077,1,0,1,0,0,0,1,0
0,1.573025903481558,-1.4718337548421077,0,0,1,1,1,0,0,0
0,0.6774035002921005,-0.14988113024128333,1,1,1,0,0,1,0,0
0,1.573025903481558,0.4780463664441082,1,0,1,0,0,1,0,0
0,-0.6253199952562012,0.9737786006694172,1,0,1,1,0,0,1,1
0,0.5145630633485628,-1.5048825704571283,1,0,1,1,0,0,0,0
0,-0.3403492306050102,-1.4718337548421077,0,0,1,0,1,0,0,0
0,-0.6253199952562012,0.9737786006694172,0,0,1,1,1,0,0,1
0,1.4101854665380202,1.5356084661247675,0,0,1,0,0,0,0,0
1,0.5145630633485628,0.18060702590892272,0,0,1,1,1,0,0,0
0,1.5323157942456735,0.7093880757492524,0,0,1,1,1,0,1,0
0,0.8809540464715226,1.172071494359541,0,0,1,0,0,0,0,0
0,-0.5846098860203168,-0.28207639270136575,1,0,1,1,0,1,0,0
0,1.6137360127174423,-1.2735408611519838,1,1,1,0,1,0,0,0
0,-0.503189667548548,-1.339638492382025,0,0,0,0,0,0,0,1
0,0.8402439372356382,0.8746321538243554,0,0,1,1,1,0,0,0
0,-1.276681743030352,-1.4718337548421077,0,0,1,0,0,0,0,1
0,-0.9102907599073923,1.1390226787445203,1,0,1,1,0,0,1,0
0,0.2703024079332562,-1.4718337548421077,0,0,1,0,0,0,0,0
0,-0.9102907599073923,0.31280228836900514,0,1,1,1,1,0,0,0
0,1.3287652480662513,0.31280228836900514,1,0,1,0,0,0,0,0
0,-1.2359716337944677,-0.51341810200651,0,0,1,1,1,1,0,1
0,0.7995338279997538,-1.4718337548421077,1,0,1,1,1,0,0,0
0,-0.2589290121332414,0.4780463664441082,1,1,1,0,0,1,0,0
1,-0.5438997767844324,0.5110951820591287,1,0,1,1,1,0,0,1
0,0.5552731725844472,1.2712179412046027,0,0,1,0,1,0,0,0
0,1.573025903481558,0.5441439976741493,0,0,1,1,1,1,0,0
0,-1.1138413060868144,0.18060702590892272,0,1,1,1,1,1,0,0
0,0.9623742649432915,-1.4718337548421077,0,1,1,0,1,0,0,0
1,-0.1367986844255881,1.1059738631294997,1,0,1,0,0,0,0,1
0,-1.276681743030352,-0.678662180081613,1,1,1,0,0,0,0,1
0,0.1481720802256029,-0.017685867781200907,1,1,1,1,0,0,1,0
0,-0.9102907599073923,-0.4473204707764688,0,0,1,1,1,0,0,0
0,-0.9510008691432766,0.37889991959904634,0,1,1,1,0,1,0,0
0,-0.1367986844255881,0.7093880757492524,1,0,1,1,1,0,1,0
0,-0.9102907599073923,1.006827416284438,1,0,1,0,0,0,0,0
0,0.18888218946148735,-0.05073468339622151,1,1,1,0,1,0,0,0
1,1.3694753573021359,1.337315572434644,0,0,1,0,0,0,1,0
1,1.6137360127174423,0.6763392601342318,1,0,1,0,0,1,0,0
0,1.4916056850097892,0.8746321538243554,1,0,1,1,1,0,0,0
0,-1.276681743030352,-0.6456133644665925,0,0,1,1,1,0,0,1
0,-0.7474503229638545,0.21365584152394335,0,0,1,0,1,0,0,1
0,0.22959229869737177,-1.4718337548421077,0,0,1,0,0,1,0,0
0,1.4916056850097892,0.57719281328917,1,0,1,0,0,0,1,0
0,0.22959229869737177,-1.339638492382025,0,0,1,0,1,1,0,0
0,0.9623742649432915,1.172071494359541,0,1,1,0,0,0,0,0
0,-1.276681743030352,0.8746321538243554,1,0,1,0,0,1,0,1
0,-1.276681743030352,-0.4803692863914894,1,1,1,0,0,1,0,0
0,-1.276681743030352,-0.6456133644665925,0,0,1,1,1,0,0,1
0,1.3287652480662513,1.006827416284438,1,1,1,0,0,1,0,0
0,1.6137360127174423,0.18060702590892272,1,0,1,1,0,0,1,0
0,-1.1545514153226988,-0.4803692863914894,0,1,1,1,1,0,0,0
0,-0.1367986844255881,0.9737786006694172,1,0,1,0,0,0,0,0
0,-1.276681743030352,0.8746321538243554,1,0,1,1,1,0,1,1
0,-0.4624795583126635,-1.2074432299219426,0,0,0,0,1,0,0,0
1,1.4916056850097892,1.5356084661247675,1,0,1,1,0,0,1,0
0,-1.1545514153226988,0.907680969439376,0,0,1,0,1,1,0,1
0,-1.276681743030352,-0.14988113024128333,1,0,1,1,1,0,1,1
0,-0.09608857518970366,-0.017685867781200907,1,0,1,0,0,0,0,0
0,-0.3810593398408947,-1.4718337548421077,1,0,1,0,0,0,1,0
0,-1.276681743030352,0.14755821029390212,0,0,1,0,0,0,0,1
0,1.2473450295944826,0.8746321538243554,1,1,1,1,1,1,0,0
1,-1.07313119685093,-0.6456133644665925,1,0,1,0,0,0,0,0
0,1.288055138830367,0.0484117634488403,1,0,1,0,0,0,0,0
0,1.4101854665380202,0.8415833382093348,1,1,1,0,0,0,0,0
0,-1.276681743030352,-1.4718337548421077,1,1,1,0,0,0,0,0
0,0.8809540464715226,1.337315572434644,1,0,1,0,0,0,0,1
0,1.1252147018868293,1.172071494359541,0,0,1,0,1,1,0,0
0,-0.8288705414356234,0.4449975508290876,0,1,1,1,1,0,0,1
0,-0.8288705414356234,-0.4803692863914894,0,0,0,1,1,0,1,0
0,1.3694753573021359,0.5110951820591287,1,1,1,1,1,0,0,0
0,-0.7067402137279701,-1.3065896767670044,1,1,1,1,0,0,1,0
0,-0.2996391213691258,1.172071494359541,0,0,1,0,0,1,0,1
0,-1.1545514153226988,-1.438784939227087,1,0,1,0,0,0,0,0
0,-0.9510008691432766,0.31280228836900514,1,0,1,1,1,1,0,0
0,-0.5438997767844324,0.18060702590892272,1,0,1,0,0,0,0,0
0,-1.1952615245585831,-1.4718337548421077,1,1,1,1,1,1,0,0
1,-1.1952615245585831,0.34585110398402574,0,0,1,0,0,0,0,0
0,0.9623742649432915,-0.6456133644665925,0,0,0,1,1,0,0,0
1,1.3694753573021359,1.4364620192797057,0,0,1,0,1,0,0,0
0,-1.1138413060868144,-1.2735408611519838,1,1,1,1,1,0,0,1
0,-1.1952615245585831,-1.4718337548421077,0,0,1,1,0,0,1,0
0,-1.2359716337944677,-1.4718337548421077,0,0,1,1,1,0,0,0
0,-0.09608857518970366,0.5441439976741493,0,1,1,0,0,0,1,0
0,-1.0324210876150455,1.1059738631294997,1,0,1,1,0,0,0,1
0,0.5145630633485628,-1.3065896767670044,0,1,1,1,1,0,0,0
0,1.0437944834150603,-0.6456133644665925,0,0,0,0,0,0,0,0
0,-0.6253199952562012,1.2712179412046027,1,0,1,0,0,1,0,0
0,-1.1545514153226988,-0.843906258156716,1,1,0,1,0,1,0,0
1,1.288055138830367,1.4695108348947263,0,0,1,1,0,0,1,0
0,1.0437944834150603,1.337315572434644,0,1,1,0,1,0,0,0
0,1.288055138830367,1.5356084661247675,0,0,1,0,0,0,0,0
0,-0.8695806506715078,0.7093880757492524,1,1,1,0,1,0,1,0
1,-0.9917109783791611,0.907680969439376,0,0,1,1,1,0,0,1
1,0.7588237187638693,0.9737786006694172,1,0,1,0,0,0,0,0
0,-0.9102907599073923,-1.4718337548421077,1,0,1,0,0,0,0,0
0,-0.2996391213691258,1.337315572434644,0,0,1,0,0,0,0,1
0,0.7588237187638693,0.6102416289041906,1,0,1,1,0,1,0,0
1,-0.9510008691432766,0.6432904445192112,0,0,1,1,0,0,1,1
1,0.47385295411267836,1.502559650509747,0,0,1,0,0,1,0,0
0,-0.9917109783791611,-0.21597876147132455,0,0,1,0,1,0,0,0
0,-0.9917109783791611,-1.4718337548421077,1,0,1,0,0,0,1,0
0,1.6137360127174423,0.8746321538243554,0,0,1,1,0,0,1,0
0,-1.07313119685093,-1.438784939227087,0,0,1,0,0,0,0,0
0,1.2473450295944826,-1.4718337548421077,1,0,1,0,0,1,0,0
0,-0.2589290121332414,0.5441439976741493,0,0,1,0,0,0,0,0
0,0.10746197098971849,-0.14988113024128333,1,0,1,0,0,0,1,0
0,-1.1952615245585831,-0.34817402393140695,0,0,1,0,1,0,0,0
0,-0.3403492306050102,-0.21597876147132455,0,1,0,0,0,0,0,0
0,-0.3403492306050102,0.4449975508290876,0,1,1,0,0,1,0,0
0,-1.1952615245585831,-1.1413455986919014,0,1,0,0,0,1,0,0
0,-1.1138413060868144,1.3042667568196233,1,0,1,0,1,0,0,1
0,-0.4217694490767791,1.006827416284438,1,0,1,1,1,0,0,0
0,-0.1367986844255881,0.4780463664441082,0,0,1,0,0,0,0,1
0,1.4101854665380202,-1.3065896767670044,0,0,1,1,1,0,0,0
1,-0.09608857518970366,1.2381691255895821,1,0,1,0,0,1,0,0
0,-1.1138413060868144,1.0398762318994585,1,0,1,1,1,1,0,1
0,1.5323157942456735,-1.3065896767670044,0,1,1,0,0,0,0,0
0,-1.1952615245585831,0.411948735214067,1,0,1,1,1,0,0,1
0,0.5145630633485628,0.742436891364273,0,0,1,0,0,0,0,1
0,0.636693391056216,-1.339638492382025,0,0,1,0,1,0,1,0
0,-0.9510008691432766,0.34585110398402574,0,0,1,0,1,0,0,1
1,-1.1952615245585831,0.18060702590892272,0,0,1,1,0,1,0,1
1,0.5145630633485628,1.1390226787445203,1,0,1,1,1,0,0,0
0,-1.276681743030352,-1.4718337548421077,1,0,1,1,0,0,1,0
0,-1.276681743030352,-1.4718337548421077,1,0,1,1,1,0,0,1
0,0.636693391056216,1.337315572434644,0,0,1,1,1,0,0,0
0,-1.276681743030352,-1.3065896767670044,0,0,0,0,0,0,0,0
0,1.6137360127174423,-1.4718337548421077,1,1,1,0,0,1,0,0
0,-1.07313119685093,0.8415833382093348,0,0,1,0,0,0,0,1
0,1.288055138830367,1.172071494359541,1,0,1,0,0,1,0,0
0,1.0437944834150603,1.4695108348947263,0,0,1,1,0,0,0,1
0,-1.276681743030352,0.31280228836900514,0,0,1,1,1,0,0,1
0,-1.276681743030352,-0.678662180081613,0,0,1,1,1,0,0,0
1,-1.1952615245585831,0.411948735214067,1,0,1,0,0,0,0,1
1,-1.1138413060868144,0.37889991959904634,0,0,1,0,0,0,1,1
1,-1.276681743030352,-0.6456133644665925,0,0,1,0,1,0,0,1
0,-0.9510008691432766,1.0398762318994585,1,0,1,1,0,0,1,0
0,-0.8288705414356234,0.9737786006694172,0,0,1,1,1,0,0,1
0,-1.0324210876150455,-0.6456133644665925,1,0,1,1,1,1,0,0
0,0.6774035002921005,-0.843906258156716,1,1,0,0,0,0,0,0
0,1.4101854665380202,1.172071494359541,0,1,1,0,0,0,0,0
1,-0.21821890289735696,1.337315572434644,1,0,1,1,1,0,0,0
0,-0.6660301044920857,0.18060702590892272,1,0,1,0,1,0,0,0
0,-1.2359716337944677,-0.51341810200651,0,0,1,0,0,0,0,1
0,-0.3403492306050102,-1.4718337548421077,1,0,1,1,1,0,0,0
0,-0.9510008691432766,0.015362947833819699,0,1,1,0,0,0,0,1
0,0.718113609527985,0.18060702590892272,0,1,1,0,1,0,0,0
0,1.288055138830367,-0.34817402393140695,0,1,1,0,1,1,0,0
0,-1.1138413060868144,1.337315572434644,1,0,1,0,0,0,0,0
0,-0.2589290121332414,-0.28207639270136575,0,0,1,0,1,0,0,0
1,-0.5846098860203168,0.6763392601342318,0,0,1,1,1,0,1,0
0,0.43314284487679394,-1.2735408611519838,1,0,1,0,0,0,0,0
0,-0.8288705414356234,0.411948735214067,0,1,1,0,0,0,0,0
0,0.7588237187638693,-0.14988113024128333,0,0,1,1,0,0,0,0
0,-1.1952615245585831,-1.438784939227087,1,0,1,1,0,0,1,1
0,-0.788160432199739,0.6763392601342318,0,0,1,0,1,0,0,1
0,-1.2359716337944677,-1.4718337548421077,1,1,1,1,1,0,0,0
0,-0.6660301044920857,0.34585110398402574,1,0,1,0,0,1,0,0
0,-0.6253199952562012,-0.6456133644665925,1,1,1,0,0,1,0,0
0,-0.7474503229638545,-0.6456133644665925,1,0,1,0,0,1,0,0
0,1.206634920358598,1.4364620192797057,1,1,1,0,0,0,0,0
0,-0.9102907599073923,-0.14988113024128333,1,0,1,0,0,1,0,0
0,1.0437944834150603,-0.11683231462626273,0,0,1,0,0,0,0,0
0,0.5552731725844472,0.4780463664441082,0,0,1,0,0,1,0,0
1,0.06675186175383406,-0.28207639270136575,0,0,0,1,0,0,1,0
0,-0.788160432199739,-1.4718337548421077,0,0,1,0,0,1,0,0
1,-0.9102907599073923,-0.9761015206167984,1,1,0,0,0,1,0,0
0,0.35172262640502505,0.18060702590892272,1,1,1,0,0,0,1,0
0,-0.0146683567179348,-1.5048825704571283,0,0,1,0,0,0,0,0
0,-1.2359716337944677,1.172071494359541,1,0,1,1,1,0,0,0
0,0.6774035002921005,0.34585110398402574,1,1,1,0,0,0,1,1
0,0.18888218946148735,1.172071494359541,0,0,1,1,0,0,1,0
0,-0.4624795583126635,-0.08378349901124212,1,0,1,0,0,0,0,0
1,-1.276681743030352,-0.7117109956966337,1,0,0,0,0,0,0,1
0,1.4916056850097892,1.3042667568196233,1,0,1,0,0,0,0,1
0,-1.276681743030352,0.6763392601342318,1,0,1,0,0,0,1,1
1,-1.1952615245585831,0.8746321538243554,1,0,1,0,0,1,0,1
0,0.5145630633485628,0.31280228836900514,1,1,1,1,1,0,0,0
0,-1.1545514153226988,-0.11683231462626273,1,1,1,0,0,0,1,1
1,1.5323157942456735,-0.678662180081613,1,0,0,0,1,0,0,0
0,1.6137360127174423,1.6017060973548087,1,1,1,0,1,0,0,0
0,-1.276681743030352,-1.339638492382025,1,0,0,0,1,0,0,1
1,-0.6660301044920857,0.18060702590892272,1,0,1,1,1,0,0,0
0,0.02604175251794963,-0.11683231462626273,0,0,1,0,0,0,0,0
1,-1.276681743030352,-0.4803692863914894,1,1,1,0,0,0,0,1
0,-0.6660301044920857,-1.4718337548421077,0,1,1,0,1,0,1,0
0,0.718113609527985,1.0398762318994585,0,0,1,0,0,1,0,0
1,1.5323157942456735,1.337315572434644,1,0,1,0,0,0,0,0
0,0.2703024079332562,-1.3065896767670044,1,1,0,0,1,1,0,0
0,0.5145630633485628,1.2051203099745615,1,0,1,0,0,0,1,1
0,1.6137360127174423,1.7008525441998705,1,0,1,1,0,0,1,0
0,-1.1952615245585831,-0.9761015206167984,1,0,0,1,1,0,0,0
0,0.39243273564090947,0.6432904445192112,0,0,1,0,0,0,1,0
1,-0.4624795583126635,0.14755821029390212,1,0,1,0,0,0,1,1
0,0.9623742649432915,1.4034132036646851,1,0,1,1,0,0,1,0
0,-0.9510008691432766,1.006827416284438,1,0,1,0,0,0,1,1
0,0.10746197098971849,-0.28207639270136575,0,1,1,0,0,0,0,0
0,-0.7474503229638545,0.37889991959904634,1,1,1,0,0,0,0,0
0,1.3694753573021359,1.3042667568196233,1,0,1,1,0,0,1,1
0,-1.276681743030352,0.742436891364273,1,0,1,1,0,1,0,1
0,-1.1545514153226988,-1.4718337548421077,1,0,1,0,1,0,0,0
1,1.3694753573021359,1.4034132036646851,1,0,1,0,0,0,0,0
0,-1.1138413060868144,-1.4718337548421077,0,0,1,1,0,0,0,0
0,-0.4217694490767791,1.172071494359541,1,1,1,1,0,1,0,0
0,0.35172262640502505,-1.4718337548421077,0,0,1,0,0,0,1,0
0,-0.055378465953819234,0.8085345225943142,1,1,1,1,1,1,0,0
0,-0.0146683567179348,0.7093880757492524,0,1,1,0,0,0,1,0
0,1.084504592650945,1.172071494359541,0,0,1,1,1,1,0,0
0,-0.0146683567179348,1.3042667568196233,0,0,1,0,0,0,0,0
0,1.084504592650945,1.1390226787445203,0,0,1,0,0,0,1,0
0,1.4101854665380202,0.14755821029390212,1,1,1,0,0,1,0,0
1,1.6137360127174423,1.2712179412046027,1,0,1,0,0,1,0,0
0,-1.1138413060868144,0.18060702590892272,1,0,1,0,1,0,0,1
0,-0.6660301044920857,-0.31512520831638635,1,0,1,0,1,0,1,0
1,1.573025903481558,1.66780372858485,1,0,1,0,1,1,0,0
0,-0.9917109783791611,0.34585110398402574,1,0,1,1,1,1,0,0
0,-0.9510008691432766,0.6102416289041906,0,0,1,1,1,0,0,1
0,-0.503189667548548,0.37889991959904634,0,1,1,1,0,0,0,0
0,1.5323157942456735,1.5356084661247675,0,0,1,1,0,0,1,0
0,-1.276681743030352,-0.6456133644665925,1,0,1,0,0,0,0,1
0,-1.2359716337944677,-0.678662180081613,1,0,1,1,1,0,0,1
0,-0.7067402137279701,-0.6125645488515719,0,0,0,1,1,0,0,0
1,0.10746197098971849,1.1390226787445203,0,0,1,0,0,0,0,0
0,1.288055138830367,1.3042667568196233,0,1,1,0,0,1,0,0
0,-1.2359716337944677,-1.5048825704571283,0,0,1,0,0,0,0,0
0,-0.0146683567179348,1.0398762318994585,1,0,1,0,0,0,1,1
0,-0.4217694490767791,-0.31512520831638635,0,0,1,0,1,0,0,0
0,1.288055138830367,0.6432904445192112,1,0,1,0,0,0,1,0
0,1.6137360127174423,1.5686572817397881,1,1,1,0,0,0,0,0
0,0.7995338279997538,-1.4718337548421077,0,1,1,0,0,0,1,0
1,1.084504592650945,-0.017685867781200907,1,0,0,1,0,0,0,0
0,-0.3403492306050102,-0.4473204707764688,1,0,0,1,0,0,1,0
0,-0.503189667548548,0.8085345225943142,0,0,1,0,0,0,0,0
0,-0.1367986844255881,0.8415833382093348,1,0,1,0,0,0,1,0
0,0.7588237187638693,0.9737786006694172,0,0,1,1,1,0,0,0
0,-0.7067402137279701,-0.51341810200651,0,0,1,0,0,0,0,0
0,-0.055378465953819234,0.4780463664441082,1,1,1,0,0,0,1,1
0,1.4508955757739046,1.5686572817397881,0,1,1,0,1,0,0,0
0,1.5323157942456735,0.015362947833819699,0,0,1,1,1,0,0,1
1,0.02604175251794963,-1.3065896767670044,1,0,1,0,1,0,0,0
1,-0.7067402137279701,0.31280228836900514,1,0,1,0,0,0,1,1
0,0.718113609527985,-0.9761015206167984,1,0,0,0,0,0,1,0
0,-1.1138413060868144,-0.678662180081613,0,0,1,1,0,0,0,0
0,-1.0324210876150455,-0.05073468339622151,0,0,1,0,1,0,0,0
0,-1.1952615245585831,0.37889991959904634,0,0,1,0,1,0,0,0
0,1.4508955757739046,0.6102416289041906,1,1,1,0,1,1,0,0
0,1.288055138830367,-0.4803692863914894,0,1,0,0,0,0,0,0
0,-0.8288705414356234,-1.009150336231819,0,0,0,0,0,0,0,0
0,-0.0146683567179348,-0.9761015206167984,0,1,0,1,1,1,0,0
1,-0.8288705414356234,0.27975347275398454,1,0,1,0,0,0,0,0
0,0.10746197098971849,-0.08378349901124212,0,0,1,1,1,0,1,0
0,-0.055378465953819234,1.2051203099745615,1,0,1,0,1,0,0,0
0,-1.1138413060868144,0.9737786006694172,0,0,1,0,0,0,0,1
0,1.084504592650945,-1.4718337548421077,1,1,1,0,0,0,0,0
0,-1.276681743030352,0.18060702590892272,1,1,1,1,1,0,1,1
1,1.1252147018868293,0.34585110398402574,0,1,1,0,0,0,0,0
0,-0.4217694490767791,-0.24902757708634515,1,0,0,1,1,0,1,0
0,-0.5438997767844324,-0.51341810200651,0,1,1,1,1,0,0,0
0,1.3287652480662513,0.34585110398402574,1,1,1,0,0,1,0,1
0,0.35172262640502505,0.18060702590892272,0,0,1,1,0,0,0,1
0,-0.3403492306050102,0.6763392601342318,1,1,1,1,1,0,0,0
0,-0.09608857518970366,0.11450939467888152,1,1,1,1,0,1,0,0
0,0.5552731725844472,0.9737786006694172,1,0,1,1,1,1,0,1
1,1.0437944834150603,1.1059738631294997,0,0,1,0,0,1,0,0
0,-0.4217694490767791,0.8085345225943142,1,1,1,0,1,0,0,1
0,-1.0324210876150455,-0.31512520831638635,1,0,1,1,0,0,1,0
1,-0.8695806506715078,-1.4718337548421077,1,0,1,0,0,0,1,1
0,-1.1952615245585831,0.31280228836900514,1,0,1,1,1,0,0,0
0,1.6137360127174423,1.3042667568196233,1,0,1,1,0,0,0,0
1,1.573025903481558,-1.4718337548421077,1,1,1,0,0,1,0,0
0,-1.1545514153226988,-0.14988113024128333,0,0,1,1,0,0,0,1
0,-1.276681743030352,-1.4718337548421077,0,0,1,0,0,1,0,0
0,-0.3810593398408947,-0.4803692863914894,0,0,1,1,1,0,1,0
0,0.8809540464715226,1.172071494359541,0,0,1,0,0,0,0,1
0,0.8402439372356382,-1.5048825704571283,0,0,1,0,0,0,1,0
0,-0.4624795583126635,1.3042667568196233,1,0,1,1,0,1,0,0
0,1.6137360127174423,1.1059738631294997,0,0,1,1,1,0,0,0
0,1.003084374179176,-1.438784939227087,1,0,1,0,0,0,0,0
0,0.6774035002921005,0.08146057906386091,0,0,1,0,0,0,0,0
0,0.8402439372356382,1.4034132036646851,0,0,1,0,0,0,1,1
